Word,Vowel,Token_ID,Duration,FileTime,IntervalTime,NormTime,F1,F2,F3,F4
bowed,MOUTH,bowed_2,0.287577278,93.94640008,0.085,0.295572726,798.3372899,1429.371794,2532.290644,3201.755632
bowed,MOUTH,bowed_2,0.287577278,93.95140008,0.09,0.312959357,801.6039289,1423.202621,2525.17446,3202.430234
bowed,MOUTH,bowed_2,0.287577278,93.95640008,0.095,0.330345988,797.3955659,1415.756808,2470.446094,3177.346293
bowed,MOUTH,bowed_2,0.287577278,93.96140008,0.1,0.347732619,791.4141379,1419.599981,2441.846872,3213.027309
bowed,MOUTH,bowed_2,0.287577278,93.96640008,0.105,0.36511925,781.3481133,1449.449507,2473.441162,3388.692102
bowed,MOUTH,bowed_2,0.287577278,93.97140008,0.11,0.382505881,772.3233288,1466.99733,2492.183691,3486.227154
bowed,MOUTH,bowed_2,0.287577278,93.97640008,0.115,0.399892512,765.6972412,1456.205814,2481.319715,3403.775312
bowed,MOUTH,bowed_2,0.287577278,93.98140008,0.12,0.417279143,758.5675819,1445.169816,2464.120715,3318.872978
bowed,MOUTH,bowed_2,0.287577278,93.98640008,0.125,0.434665774,750.2778481,1433.570603,2432.327768,3228.325464
bowed,MOUTH,bowed_2,0.287577278,93.99140008,0.13,0.452052405,743.8083789,1423.898691,2424.057287,3185.434941
bowed,MOUTH,bowed_2,0.287577278,93.99640008,0.135,0.469439036,741.5322395,1418.666685,2469.97533,3252.331473
bowed,MOUTH,bowed_2,0.287577278,94.00140008,0.14,0.486825667,737.005628,1412.255529,2499.155517,3320.42134
bowed,MOUTH,bowed_2,0.287577278,94.00640008,0.145,0.504212298,727.294621,1403.127972,2489.776831,3391.260285
bowed,MOUTH,bowed_2,0.287577278,94.01140008,0.15,0.521598929,719.0559958,1389.328579,2490.272194,3416.907958
bowed,MOUTH,bowed_2,0.287577278,94.01640008,0.155,0.538985559,714.2092856,1364.766714,2513.514333,3338.448832
bowed,MOUTH,bowed_2,0.287577278,94.02140008,0.16,0.55637219,703.9772526,1330.43881,2510.80904,3278.074637
bowed,MOUTH,bowed_2,0.287577278,94.02640008,0.165,0.573758821,681.3390919,1273.612956,2448.328844,3259.36256
bowed,MOUTH,bowed_2,0.287577278,94.03140008,0.17,0.591145452,661.1270182,1222.318439,2467.143136,3203.608642
bowed,MOUTH,bowed_2,0.287577278,94.03640008,0.175,0.608532083,646.5039031,1183.766422,2673.23493,3062.521715
bowed,MOUTH,bowed_2,0.287577278,94.04140008,0.18,0.625918714,624.9406565,1154.218842,2794.030158,2970.724703
bowed,MOUTH,bowed_2,0.287577278,94.04640008,0.185,0.643305345,587.3894815,1145.414718,2718.328328,2992.476501
bowed,MOUTH,bowed_2,0.287577278,94.05140008,0.19,0.660691976,559.4397472,1129.820401,2666.967529,2990.568782
bowed,MOUTH,bowed_2,0.287577278,94.05640008,0.195,0.678078607,553.6087801,1098.583567,2671.680985,2934.156813
bowed,MOUTH,bowed_2,0.287577278,94.06140008,0.2,0.695465238,544.5386641,1067.48484,2689.374702,2921.962311
bowed,MOUTH,bowed_2,0.287577278,94.06640008,0.205,0.712851869,528.0065452,1036.704265,2736.97095,3011.631252
bowed,MOUTH,bowed_2,0.287577278,94.07140008,0.21,0.7302385,497.9136906,1012.503896,2750.496288,3118.556362
bowed,MOUTH,bowed_2,0.287577278,94.07640008,0.215,0.747625131,436.5810704,1003.462297,2685.532727,3265.234379
bowed,MOUTH,bowed_2,0.287577278,94.08140008,0.22,0.765011762,390.3720019,992.8739022,2639.932859,3354.705255
bowed,MOUTH,bowed_2,0.287577278,94.08640008,0.225,0.782398393,379.002946,978.7221691,2638.940982,3312.388469
bowed,MOUTH,bowed_2,0.287577278,94.09140008,0.23,0.799785024,370.6884048,968.3075781,2630.700057,3278.275161
bowed,MOUTH,bowed_2,0.287577278,94.09640008,0.235,0.817171655,369.4105261,966.5022135,2605.759555,3263.060141
bowed,MOUTH,bowed_2,0.287577278,94.10140008,0.24,0.834558286,369.015949,966.7141769,2593.707846,3251.523281
bowed,MOUTH,bowed_2,0.287577278,94.10640008,0.245,0.851944917,370.6562268,971.573444,2611.347951,3248.459772
bowed,MOUTH,bowed_2,0.287577278,94.11140008,0.25,0.869331548,372.3046953,984.2580336,2621.678051,3234.16069
bowed,MOUTH,bowed_2,0.287577278,94.11640008,0.255,0.886718178,373.9720326,1014.96976,2615.168147,3193.978304
bowed,MOUTH,bowed_2,0.287577278,94.12140008,0.26,0.904104809,375.2119147,1041.737483,2599.929274,3142.255443
bowed,MOUTH,bowed_2,0.287577278,94.12640008,0.265,0.92149144,375.4670717,1059.419434,2564.581543,3063.946876
bowed,MOUTH,bowed_2,0.287577278,94.13140008,0.27,0.938878071,375.2193352,1079.265373,2534.799041,2976.390061
bowed,MOUTH,bowed_2,0.287577278,94.13640008,0.275,0.956264702,373.8130867,1104.096471,2517.837118,2867.528128
bowed,MOUTH,bowed_2,0.287577278,94.14140008,0.28,0.973651333,373.3993996,1126.706314,2378.51426,2749.459053
bowed,MOUTH,bowed_2,0.287577278,94.14640008,0.285,0.991037964,375.2722685,1144.199068,1957.309432,2610.179558
bowed,MOUTH,bowed_2,0.287577278,94.15140008,0.29,1.008424595,369.945396,1173.955861,1696.715759,2511.07923
bed,DRESS,bed_2,0.197535908,96.92475589,0,0,532.3987105,1656.603088,2503.775709,3253.47185
bed,DRESS,bed_2,0.197535908,96.92975589,0.005,0.025311854,558.0787804,1675.270765,2467.524454,3240.600062
bed,DRESS,bed_2,0.197535908,96.93475589,0.01,0.050623707,573.1249913,1682.90969,2484.495467,3209.854021
bed,DRESS,bed_2,0.197535908,96.93975589,0.015,0.075935561,587.8856925,1690.252503,2502.895451,3178.628073
bed,DRESS,bed_2,0.197535908,96.94475589,0.02,0.101247415,601.0371739,1691.574397,2512.99774,3145.809177
bed,DRESS,bed_2,0.197535908,96.94975589,0.025,0.126559268,614.1454492,1692.734636,2522.877243,3112.947511
bed,DRESS,bed_2,0.197535908,96.95475589,0.03,0.151871122,611.5386559,1703.588415,2540.465139,3117.338266
bed,DRESS,bed_2,0.197535908,96.95975589,0.035,0.177182976,608.509927,1714.702456,2558.259998,3122.729215
bed,DRESS,bed_2,0.197535908,96.96475589,0.04,0.202494829,613.2649143,1721.455857,2568.096292,3131.430283
bed,DRESS,bed_2,0.197535908,96.96975589,0.045,0.227806683,618.2288874,1728.092179,2577.718906,3140.220226
bed,DRESS,bed_2,0.197535908,96.97475589,0.05,0.253118537,614.1997301,1725.587645,2568.147498,3133.341462
bed,DRESS,bed_2,0.197535908,96.97975589,0.055,0.278430391,609.9291152,1722.837687,2558.060747,3126.042007
bed,DRESS,bed_2,0.197535908,96.98475589,0.06,0.303742244,607.9885548,1718.073429,2576.231095,3129.626653
bed,DRESS,bed_2,0.197535908,96.98975589,0.065,0.329054098,606.1105543,1713.255089,2595.160121,3133.503528
bed,DRESS,bed_2,0.197535908,96.99475589,0.07,0.354365952,603.1776162,1716.871559,2578.059872,3136.263827
bed,DRESS,bed_2,0.197535908,96.99975589,0.075,0.379677805,600.216354,1720.714496,2559.992268,3138.994147
bed,DRESS,bed_2,0.197535908,97.00475589,0.08,0.404989659,593.6614014,1721.416356,2571.739358,3131.635853
bed,DRESS,bed_2,0.197535908,97.00975589,0.085,0.430301513,587.0099613,1722.033881,2584.286947,3124.006689
bed,DRESS,bed_2,0.197535908,97.01475589,0.09,0.455613366,580.0026851,1721.218891,2599.062427,3122.750307
bed,DRESS,bed_2,0.197535908,97.01975589,0.095,0.48092522,572.9858551,1720.365438,2613.897725,3121.665029
bed,DRESS,bed_2,0.197535908,97.02475589,0.1,0.506237074,562.6945105,1722.101644,2634.905642,3199.778431
bed,DRESS,bed_2,0.197535908,97.02975589,0.105,0.531548927,552.3152481,1723.907381,2656.079289,3280.018248
bed,DRESS,bed_2,0.197535908,97.03475589,0.11,0.556860781,546.5639088,1723.373391,2646.718752,3296.593779
bed,DRESS,bed_2,0.197535908,97.03975589,0.115,0.582172635,540.9368252,1722.776581,2636.5384,3311.459981
bed,DRESS,bed_2,0.197535908,97.04475589,0.12,0.607484488,546.7293274,1727.16025,2628.620297,3261.269471
bed,DRESS,bed_2,0.197535908,97.04975589,0.125,0.632796342,552.8284354,1731.67764,2620.762934,3209.332246
bed,DRESS,bed_2,0.197535908,97.05475589,0.13,0.658108196,556.8894276,1727.319618,2630.729808,3287.719594
bed,DRESS,bed_2,0.197535908,97.05975589,0.135,0.683420049,560.8956983,1722.723299,2641.175248,3369.606041
bed,DRESS,bed_2,0.197535908,97.06475589,0.14,0.708731903,550.4878395,1710.552756,2690.297868,3305.350717
bed,DRESS,bed_2,0.197535908,97.06975589,0.145,0.734043757,539.6929741,1698.178851,2740.458935,3237.171615
bed,DRESS,bed_2,0.197535908,97.07475589,0.15,0.75935561,534.8610446,1713.45312,2675.216837,3250.723033
bed,DRESS,bed_2,0.197535908,97.07975589,0.155,0.784667464,530.1892146,1729.469717,2606.876266,3266.468843
bed,DRESS,bed_2,0.197535908,97.08475589,0.16,0.809979318,542.0929394,1724.603343,2619.788568,3312.422248
bed,DRESS,bed_2,0.197535908,97.08975589,0.165,0.835291172,554.441703,1719.17628,2634.882438,3359.186699
bed,DRESS,bed_2,0.197535908,97.09475589,0.17,0.860603025,537.5871507,1715.113359,2625.606359,3409.480074
bed,DRESS,bed_2,0.197535908,97.09975589,0.175,0.885914879,519.9485153,1711.087065,2615.675969,3459.868198
bed,DRESS,bed_2,0.197535908,97.10475589,0.18,0.911226733,493.2750385,1705.223594,2639.780079,3407.324117
bed,DRESS,bed_2,0.197535908,97.10975589,0.185,0.936538586,466.3589843,1699.310797,2664.797985,3352.016397
bed,DRESS,bed_2,0.197535908,97.11475589,0.19,0.96185044,453.4124034,1684.579011,2670.733762,3355.642863
bed,DRESS,bed_2,0.197535908,97.11975589,0.195,0.987162294,440.8408904,1669.610443,2676.1572,3360.851658
bed,DRESS,bed_2,0.197535908,97.12475589,0.2,1.012474147,449.5476772,1680.790708,2661.210912,3476.76988
imbued,MUTE,imbued_2,0.221553865,98.55843394,0,0,276.8471255,1977.471092,2566.214849,3262.481609
imbued,MUTE,imbued_2,0.221553865,98.56343394,0.005,0.022567875,267.5887548,2009.995911,2606.567428,3280.566964
imbued,MUTE,imbued_2,0.221553865,98.56843394,0.01,0.045135751,262.0597463,2020.9209,2649.557608,3295.783582
imbued,MUTE,imbued_2,0.221553865,98.57343394,0.015,0.067703626,260.073146,2048.947036,2625.333817,3290.524585
imbued,MUTE,imbued_2,0.221553865,98.57843394,0.02,0.090271501,259.5372131,2083.976338,2573.584933,3276.880528
imbued,MUTE,imbued_2,0.221553865,98.58343394,0.025,0.112839377,256.3744386,2146.605491,2513.717914,3254.706005
imbued,MUTE,imbued_2,0.221553865,98.58843394,0.03,0.135407252,252.1359345,2220.537183,2450.526402,3229.038133
imbued,MUTE,imbued_2,0.221553865,98.59343394,0.035,0.157975127,250.9831907,2158.617906,2488.249403,3235.610654
imbued,MUTE,imbued_2,0.221553865,98.59843394,0.04,0.180543003,251.0941103,2041.065691,2567.298356,3255.386082
imbued,MUTE,imbued_2,0.221553865,98.60343394,0.045,0.203110878,255.7256336,2034.839748,2608.70437,3275.817592
imbued,MUTE,imbued_2,0.221553865,98.60843394,0.05,0.225678753,262.2084096,2074.203524,2634.695056,3296.517776
imbued,MUTE,imbued_2,0.221553865,98.61343394,0.055,0.248246629,267.3815005,2143.534386,2594.875765,3283.962243
imbued,MUTE,imbued_2,0.221553865,98.61843394,0.06,0.270814504,272.0182564,2225.137203,2528.106336,3257.788012
imbued,MUTE,imbued_2,0.221553865,98.62343394,0.065,0.293382379,275.7904139,2256.237541,2514.549281,3253.614166
imbued,MUTE,imbued_2,0.221553865,98.62843394,0.07,0.315950255,279.2085058,2266.656383,2522.783463,3258.449797
imbued,MUTE,imbued_2,0.221553865,98.63343394,0.075,0.33851813,280.2405373,2129.760008,2527.623376,3248.316896
imbued,MUTE,imbued_2,0.221553865,98.63843394,0.08,0.361086005,280.2954426,1932.53592,2531.073287,3232.054165
imbued,MUTE,imbued_2,0.221553865,98.64343394,0.085,0.383653881,279.2605536,1888.07114,2513.333319,3237.534117
imbued,MUTE,imbued_2,0.221553865,98.64843394,0.09,0.406221756,277.779378,1906.163507,2486.915788,3251.918014
imbued,MUTE,imbued_2,0.221553865,98.65343394,0.095,0.428789631,273.5814799,1895.40586,2457.435804,3253.781344
imbued,MUTE,imbued_2,0.221553865,98.65843394,0.1,0.451357507,268.2710446,1872.833715,2426.701701,3250.517322
imbued,MUTE,imbued_2,0.221553865,98.66343394,0.105,0.473925382,260.5862345,1860.753988,2409.546633,3244.08162
imbued,MUTE,imbued_2,0.221553865,98.66843394,0.11,0.496493257,251.9290836,1852.971058,2397.952376,3236.347067
imbued,MUTE,imbued_2,0.221553865,98.67343394,0.115,0.519061133,254.7476378,1842.566246,2364.372999,3228.476514
imbued,MUTE,imbued_2,0.221553865,98.67843394,0.12,0.541629008,262.2656592,1831.087735,2321.790396,3220.550266
imbued,MUTE,imbued_2,0.221553865,98.68343394,0.125,0.564196883,285.0301372,1810.654417,2301.187088,3214.893594
imbued,MUTE,imbued_2,0.221553865,98.68843394,0.13,0.586764759,314.0382597,1786.553976,2289.584619,3210.166348
imbued,MUTE,imbued_2,0.221553865,98.69343394,0.135,0.609332634,324.0154547,1760.789354,2287.989324,3202.828729
imbued,MUTE,imbued_2,0.221553865,98.69843394,0.14,0.631900509,326.1992096,1734.343225,2290.49211,3194.422126
imbued,MUTE,imbued_2,0.221553865,98.70343394,0.145,0.654468385,325.6007629,1703.097321,2302.887128,3175.374938
imbued,MUTE,imbued_2,0.221553865,98.70843394,0.15,0.67703626,323.8629643,1669.885841,2319.333158,3151.970277
imbued,MUTE,imbued_2,0.221553865,98.71343394,0.155,0.699604135,321.9025009,1661.248755,2315.85212,3138.437207
imbued,MUTE,imbued_2,0.221553865,98.71843394,0.16,0.722172011,319.850853,1662.675239,2304.210659,3128.946696
imbued,MUTE,imbued_2,0.221553865,98.72343394,0.165,0.744739886,320.1267843,1665.380356,2302.545934,3127.84677
imbued,MUTE,imbued_2,0.221553865,98.72843394,0.17,0.767307761,321.3558929,1668.609092,2304.966827,3130.182911
imbued,MUTE,imbued_2,0.221553865,98.73343394,0.175,0.789875637,324.400208,1670.142331,2320.055941,3135.313577
imbued,MUTE,imbued_2,0.221553865,98.73843394,0.18,0.812443512,328.1878763,1670.98124,2340.332875,3141.588642
imbued,MUTE,imbued_2,0.221553865,98.74343394,0.185,0.835011387,332.5204338,1679.146654,2353.221063,3141.573715
imbued,MUTE,imbued_2,0.221553865,98.74843394,0.19,0.857579262,337.0761313,1690.312379,2363.083454,3138.982946
imbued,MUTE,imbued_2,0.221553865,98.75343394,0.195,0.880147138,338.6326586,1707.2489,2382.752098,3114.384774
imbued,MUTE,imbued_2,0.221553865,98.75843394,0.2,0.902715013,338.9609824,1726.548644,2406.436545,3080.774252
imbued,MUTE,imbued_2,0.221553865,98.76343394,0.205,0.925282888,338.3057368,1732.562072,2392.770959,3058.63705
imbued,MUTE,imbued_2,0.221553865,98.76843394,0.21,0.947850764,337.2477054,1733.134561,2363.809995,3041.198338
imbued,MUTE,imbued_2,0.221553865,98.77343394,0.215,0.970418639,326.3487704,1757.657319,2334.804481,3035.52473
imbued,MUTE,imbued_2,0.221553865,98.77843394,0.22,0.992986514,311.4198432,1791.988059,2305.780722,3034.669102
bod,LOT,bod_2,0.280299261,100.1181293,0,0,614.0025119,1052.916682,2590.001361,3356.580938
bod,LOT,bod_2,0.280299261,100.1231293,0.005,0.017838078,628.8110062,1029.708995,2610.811947,3391.641449
bod,LOT,bod_2,0.280299261,100.1281293,0.01,0.035676155,649.3679171,1023.567269,2644.53189,3444.901695
bod,LOT,bod_2,0.280299261,100.1331293,0.015,0.053514233,667.1620936,1004.749178,2660.148564,3464.630347
bod,LOT,bod_2,0.280299261,100.1381293,0.02,0.071352311,683.4591018,979.061569,2665.954796,3466.187709
bod,LOT,bod_2,0.280299261,100.1431293,0.025,0.089190389,680.3082452,997.7615845,2668.091155,3470.287677
bod,LOT,bod_2,0.280299261,100.1481293,0.03,0.107028466,666.6182907,1040.515939,2668.238752,3475.765521
bod,LOT,bod_2,0.280299261,100.1531293,0.035,0.124866544,666.0312977,1065.661439,2664.282415,3429.338682
bod,LOT,bod_2,0.280299261,100.1581293,0.04,0.142704622,672.5450018,1081.26443,2658.102094,3354.783894
bod,LOT,bod_2,0.280299261,100.1631293,0.045,0.160542699,668.9084908,1088.748885,2678.499944,3278.41377
bod,LOT,bod_2,0.280299261,100.1681293,0.05,0.178380777,659.7714216,1091.833781,2713.300915,3201.059886
bod,LOT,bod_2,0.280299261,100.1731293,0.055,0.196218855,654.9107382,1100.178445,2692.49446,3156.005883
bod,LOT,bod_2,0.280299261,100.1781293,0.06,0.214056932,652.3674942,1111.373459,2641.553483,3128.455683
bod,LOT,bod_2,0.280299261,100.1831293,0.065,0.23189501,651.9693485,1126.4998,2639.543737,3168.598817
bod,LOT,bod_2,0.280299261,100.1881293,0.07,0.249733088,652.7336647,1143.756588,2664.050579,3245.426013
bod,LOT,bod_2,0.280299261,100.1931293,0.075,0.267571166,665.6437831,1133.118364,2678.934712,3234.149001
bod,LOT,bod_2,0.280299261,100.1981293,0.08,0.285409243,685.135899,1107.363403,2688.604151,3175.126959
bod,LOT,bod_2,0.280299261,100.2031293,0.085,0.303247321,692.8661777,1103.973131,2695.690813,3239.980023
bod,LOT,bod_2,0.280299261,100.2081293,0.09,0.321085399,694.2225353,1112.70263,2701.377829,3371.96292
bod,LOT,bod_2,0.280299261,100.2131293,0.095,0.338923476,693.858232,1111.744891,2703.270632,3381.776062
bod,LOT,bod_2,0.280299261,100.2181293,0.1,0.356761554,692.5614761,1105.537489,2703.107291,3325.383528
bod,LOT,bod_2,0.280299261,100.2231293,0.105,0.374599632,678.4616376,1103.906465,2697.398347,3467.540349
bod,LOT,bod_2,0.280299261,100.2281293,0.11,0.39243771,657.4236112,1104.755451,2688.684154,3717.294131
bod,LOT,bod_2,0.280299261,100.2331293,0.115,0.410275787,644.037049,1071.676608,2699.36517,3637.352564
bod,LOT,bod_2,0.280299261,100.2381293,0.12,0.428113865,634.7969334,1020.211751,2720.55675,3378.744
bod,LOT,bod_2,0.280299261,100.2431293,0.125,0.445951943,642.0658738,1019.853759,2715.966107,3441.667189
bod,LOT,bod_2,0.280299261,100.2481293,0.13,0.46379002,658.2813265,1047.191366,2697.40368,3678.833397
bod,LOT,bod_2,0.280299261,100.2531293,0.135,0.481628098,643.3879112,1049.941735,2732.00373,3490.546538
bod,LOT,bod_2,0.280299261,100.2581293,0.14,0.499466176,611.6361205,1039.367899,2795.413348,3071.700097
bod,LOT,bod_2,0.280299261,100.2631293,0.145,0.517304253,603.6548945,1028.25376,2792.459349,3121.317069
bod,LOT,bod_2,0.280299261,100.2681293,0.15,0.535142331,608.5553045,1016.846822,2753.541882,3424.801593
bod,LOT,bod_2,0.280299261,100.2731293,0.155,0.552980409,614.1238063,1016.894454,2753.059076,3442.042728
bod,LOT,bod_2,0.280299261,100.2781293,0.16,0.570818487,620.0543575,1023.149494,2773.404607,3304.164153
bod,LOT,bod_2,0.280299261,100.2831293,0.165,0.588656564,644.8309436,1025.203577,2678.596628,3179.770735
bod,LOT,bod_2,0.280299261,100.2881293,0.17,0.606494642,679.8204869,1024.981095,2521.385186,3062.685131
bod,LOT,bod_2,0.280299261,100.2931293,0.175,0.62433272,693.1738858,1062.294562,2657.502602,3283.976646
bod,LOT,bod_2,0.280299261,100.2981293,0.18,0.642170797,694.8023243,1119.949338,2952.579453,3688.639942
bod,LOT,bod_2,0.280299261,100.3031293,0.185,0.660008875,681.211426,1117.629784,2971.322202,3606.96944
bod,LOT,bod_2,0.280299261,100.3081293,0.19,0.677846953,659.3729342,1082.809215,2840.315238,3261.747146
bod,LOT,bod_2,0.280299261,100.3131293,0.195,0.69568503,645.2994803,1077.37833,2755.254558,3156.190614
bod,LOT,bod_2,0.280299261,100.3181293,0.2,0.713523108,635.4340201,1087.874168,2695.092878,3180.512657
bod,LOT,bod_2,0.280299261,100.3231293,0.205,0.731361186,656.4162014,1104.38194,2676.498834,3122.279888
bod,LOT,bod_2,0.280299261,100.3281293,0.21,0.749199264,694.1151956,1124.14767,2680.430935,3019.309394
bod,LOT,bod_2,0.280299261,100.3331293,0.215,0.767037341,726.0979766,1162.916753,2679.93718,3256.196047
bod,LOT,bod_2,0.280299261,100.3381293,0.22,0.784875419,754.9830535,1211.984046,2677.044986,3677.256532
bod,LOT,bod_2,0.280299261,100.3431293,0.225,0.802713497,761.4278615,1262.53898,2656.946,3841.604114
bod,LOT,bod_2,0.280299261,100.3481293,0.23,0.820551574,755.7119413,1313.900089,2627.522389,3866.835013
bod,LOT,bod_2,0.280299261,100.3531293,0.235,0.838389652,735.5512257,1338.158268,2648.861339,3573.329897
bod,LOT,bod_2,0.280299261,100.3581293,0.24,0.85622773,707.5626526,1347.728951,2697.709306,3107.096815
bod,LOT,bod_2,0.280299261,100.3631293,0.245,0.874065808,693.7046185,1385.305223,2746.804979,3247.339918
bod,LOT,bod_2,0.280299261,100.3681293,0.25,0.891903885,687.5041417,1438.058155,2796.034888,3716.241824
bod,LOT,bod_2,0.280299261,100.3731293,0.255,0.909741963,664.4165612,1477.824626,2789.958737,3790.376682
bod,LOT,bod_2,0.280299261,100.3781293,0.26,0.927580041,632.1775986,1510.553534,2753.911379,3650.581186
bod,LOT,bod_2,0.280299261,100.3831293,0.265,0.945418118,597.8600522,1516.544309,2742.64379,3635.420282
bod,LOT,bod_2,0.280299261,100.3881293,0.27,0.963256196,562.416089,1508.045277,2744.80474,3687.800787
bod,LOT,bod_2,0.280299261,100.3931293,0.275,0.981094274,549.9892849,1500.532795,2762.238423,3795.400839
bod,LOT,bod_2,0.280299261,100.3981293,0.28,0.998932351,550.0358347,1493.554939,2787.948636,3932.925216
bud,STRUT,bud_2,0.196953085,103.2924927,0,0,515.9528518,1103.773104,2477.68983,3218.243818
bud,STRUT,bud_2,0.196953085,103.2974927,0.005,0.025386756,551.3100855,1115.403588,2526.730869,3251.332719
bud,STRUT,bud_2,0.196953085,103.3024927,0.01,0.050773513,561.8464488,1127.121938,2555.669161,3281.986722
bud,STRUT,bud_2,0.196953085,103.3074927,0.015,0.076160269,549.5829559,1138.920999,2566.141553,3310.404086
bud,STRUT,bud_2,0.196953085,103.3124927,0.02,0.101547026,535.9347289,1134.538161,2564.450243,3312.432667
bud,STRUT,bud_2,0.196953085,103.3174927,0.025,0.126933782,521.0145183,1115.291019,2551.585649,3290.221145
bud,STRUT,bud_2,0.196953085,103.3224927,0.03,0.152320539,516.7243932,1100.614528,2546.745029,3273.53889
bud,STRUT,bud_2,0.196953085,103.3274927,0.035,0.177707295,522.1988097,1090.136528,2549.27504,3261.935687
bud,STRUT,bud_2,0.196953085,103.3324927,0.04,0.203094051,526.141528,1091.828223,2553.507072,3259.643395
bud,STRUT,bud_2,0.196953085,103.3374927,0.045,0.228480808,528.6772651,1104.698707,2559.302539,3265.903882
bud,STRUT,bud_2,0.196953085,103.3424927,0.05,0.253867564,535.1399863,1126.615273,2588.546579,3331.803668
bud,STRUT,bud_2,0.196953085,103.3474927,0.055,0.279254321,545.2099411,1156.841352,2639.329914,3452.486684
bud,STRUT,bud_2,0.196953085,103.3524927,0.06,0.304641077,552.7803815,1169.935548,2660.588557,3475.325583
bud,STRUT,bud_2,0.196953085,103.3574927,0.065,0.330027833,558.054828,1167.292809,2654.726528,3408.287225
bud,STRUT,bud_2,0.196953085,103.3624927,0.07,0.35541459,557.0852174,1178.607026,2652.006756,3382.237705
bud,STRUT,bud_2,0.196953085,103.3674927,0.075,0.380801346,550.3799658,1202.741769,2652.173387,3393.839549
bud,STRUT,bud_2,0.196953085,103.3724927,0.08,0.406188103,547.8580022,1219.876661,2644.563134,3473.945015
bud,STRUT,bud_2,0.196953085,103.3774927,0.085,0.431574859,549.1787065,1230.581659,2629.809222,3616.976265
bud,STRUT,bud_2,0.196953085,103.3824927,0.09,0.456961616,544.7257813,1263.546249,2638.78978,3658.206655
bud,STRUT,bud_2,0.196953085,103.3874927,0.095,0.482348372,534.9693386,1316.957968,2669.572252,3605.925218
bud,STRUT,bud_2,0.196953085,103.3924927,0.1,0.507735128,520.0218409,1360.885168,2697.311066,3568.426219
bud,STRUT,bud_2,0.196953085,103.3974927,0.105,0.533121885,500.3059646,1396.100116,2722.254049,3544.506015
bud,STRUT,bud_2,0.196953085,103.4024927,0.11,0.558508641,503.4526552,1444.341504,2725.556594,3526.997925
bud,STRUT,bud_2,0.196953085,103.4074927,0.115,0.583895398,527.6003511,1504.548666,2708.980752,3515.37985
bud,STRUT,bud_2,0.196953085,103.4124927,0.12,0.609282154,537.7305799,1542.997297,2717.806782,3558.495343
bud,STRUT,bud_2,0.196953085,103.4174927,0.125,0.63466891,534.9846999,1561.459064,2749.966362,3651.887778
bud,STRUT,bud_2,0.196953085,103.4224927,0.13,0.660055667,534.5746974,1565.491835,2772.026823,3675.097096
bud,STRUT,bud_2,0.196953085,103.4274927,0.135,0.685442423,536.310376,1556.270477,2784.810476,3633.837887
bud,STRUT,bud_2,0.196953085,103.4324927,0.14,0.71082918,540.2556223,1552.145328,2781.879699,3526.440244
bud,STRUT,bud_2,0.196953085,103.4374927,0.145,0.736215936,546.2305243,1552.701433,2764.514024,3358.289423
bud,STRUT,bud_2,0.196953085,103.4424927,0.15,0.761602693,550.7660886,1576.13339,2713.028561,3269.727925
bud,STRUT,bud_2,0.196953085,103.4474927,0.155,0.786989449,553.9795117,1620.578554,2630.201478,3254.275268
bud,STRUT,bud_2,0.196953085,103.4524927,0.16,0.812376205,552.4732635,1641.174867,2593.987945,3258.675161
bud,STRUT,bud_2,0.196953085,103.4574927,0.165,0.837762962,546.6316386,1639.864199,2600.592501,3281.31113
bud,STRUT,bud_2,0.196953085,103.4624927,0.17,0.863149718,516.1773401,1634.739964,2617.808498,3299.571039
bud,STRUT,bud_2,0.196953085,103.4674927,0.175,0.888536475,463.1144301,1626.11268,2644.77191,3313.811205
bud,STRUT,bud_2,0.196953085,103.4724927,0.18,0.913923231,438.6439777,1627.819866,2662.631774,3387.73498
bud,STRUT,bud_2,0.196953085,103.4774927,0.185,0.939309988,440.4378708,1639.020049,2672.129335,3516.482686
bud,STRUT,bud_2,0.196953085,103.4824927,0.19,0.964696744,446.2594304,1643.694562,2688.090254,3605.5617
bud,STRUT,bud_2,0.196953085,103.4874927,0.195,0.9900835,455.7807078,1642.374751,2709.988257,3658.202006
bad,TRAP,bad_2,0.25032954,107.8726196,0,0,570.2196718,1654.380935,2485.389274,3330.02743
bad,TRAP,bad_2,0.25032954,107.8776196,0.005,0.019973672,574.6256223,1664.277332,2521.884064,3385.277464
bad,TRAP,bad_2,0.25032954,107.8826196,0.01,0.039947343,581.5696992,1676.151974,2555.56287,3417.014513
bad,TRAP,bad_2,0.25032954,107.8876196,0.015,0.059921015,590.6191458,1689.667566,2586.905821,3429.247596
bad,TRAP,bad_2,0.25032954,107.8926196,0.02,0.079894686,597.3512264,1693.466106,2587.787554,3429.36803
bad,TRAP,bad_2,0.25032954,107.8976196,0.025,0.099868358,602.1610574,1689.204375,2563.40178,3419.44105
bad,TRAP,bad_2,0.25032954,107.9026196,0.03,0.119842029,611.3403542,1698.306201,2576.405832,3494.453779
bad,TRAP,bad_2,0.25032954,107.9076196,0.035,0.139815701,624.1441124,1718.493065,2620.424655,3639.923791
bad,TRAP,bad_2,0.25032954,107.9126196,0.04,0.159789372,635.2552735,1710.332364,2630.53075,3564.357128
