Word,Vowel,Token_ID,Duration,FileTime,IntervalTime,NormTime,F1,F2,F3,F4
bud,STRUT,bud_1,0.144115699,47.03054573,0.07,0.485720852,570.0580466,1345.062717,2482.604874,3258.239502
bud,STRUT,bud_1,0.144115699,47.03554573,0.075,0.520415199,567.6526947,1364.823611,2536.807389,3263.370665
bud,STRUT,bud_1,0.144115699,47.04054573,0.08,0.555109546,564.1424268,1385.540167,2591.300174,3270.623244
bud,STRUT,bud_1,0.144115699,47.04554573,0.085,0.589803892,553.355143,1412.550743,2647.704682,3291.847546
bud,STRUT,bud_1,0.144115699,47.05054573,0.09,0.624498239,541.3812927,1441.188004,2701.656371,3305.317342
bud,STRUT,bud_1,0.144115699,47.05554573,0.095,0.659192585,521.5926726,1480.538673,2739.453706,3267.715692
bud,STRUT,bud_1,0.144115699,47.06054573,0.1,0.693886932,502.1028439,1514.468328,2770.568594,3253.117055
bud,STRUT,bud_1,0.144115699,47.06554573,0.105,0.728581279,484.5808654,1512.69499,2757.672641,3390.017093
bud,STRUT,bud_1,0.144115699,47.07054573,0.11,0.763275625,466.7833395,1506.050056,2739.954552,3498.8667
bud,STRUT,bud_1,0.144115699,47.07554573,0.115,0.797969972,447.1710481,1467.320611,2690.4777,3422.975168
bud,STRUT,bud_1,0.144115699,47.08054573,0.12,0.832664318,429.0820889,1431.604887,2648.504388,3358.882121
bud,STRUT,bud_1,0.144115699,47.08554573,0.125,0.867358665,421.0258503,1415.737647,2655.949658,3372.494319
bud,STRUT,bud_1,0.144115699,47.09054573,0.13,0.902053012,412.4463617,1405.00763,2657.164668,3375.245085
bud,STRUT,bud_1,0.144115699,47.09554573,0.135,0.936747358,400.4207291,1428.111547,2617.346962,3306.462077
bud,STRUT,bud_1,0.144115699,47.10054573,0.14,0.971441705,388.8910152,1446.539562,2584.81529,3268.795953
bud,STRUT,bud_1,0.144115699,47.10554573,0.145,1.006136051,380.6274402,1434.171916,2600.269697,3436.066746
bid,KIT,bid_1,0.144035184,48.7487313,0,0,386.0506116,1928.953951,2632.753049,3300.424306
bid,KIT,bid_1,0.144035184,48.7537313,0.005,0.03471374,377.0269306,1945.998088,2664.793146,3318.357579
bid,KIT,bid_1,0.144035184,48.7587313,0.01,0.069427481,364.911299,1957.12099,2698.087967,3336.506239
bid,KIT,bid_1,0.144035184,48.7637313,0.015,0.104141221,363.766738,1972.368268,2707.5734,3347.482732
bid,KIT,bid_1,0.144035184,48.7687313,0.02,0.138854962,365.9189783,1988.854919,2709.904124,3356.303993
bid,KIT,bid_1,0.144035184,48.7737313,0.025,0.173568702,380.2435206,1964.508307,2697.386412,3365.111
bid,KIT,bid_1,0.144035184,48.7787313,0.03,0.208282443,398.2258336,1927.891318,2680.406753,3373.913724
bid,KIT,bid_1,0.144035184,48.7837313,0.035,0.242996183,410.8728815,1923.39848,2686.644498,3383.391206
bid,KIT,bid_1,0.144035184,48.7887313,0.04,0.277709924,421.9166849,1928.558933,2699.859062,3393.071452
bid,KIT,bid_1,0.144035184,48.7937313,0.045,0.312423664,420.8170804,1934.086952,2703.945024,3381.530502
bid,KIT,bid_1,0.144035184,48.7987313,0.05,0.347137404,416.068388,1939.725424,2705.287846,3363.612592
bid,KIT,bid_1,0.144035184,48.8037313,0.055,0.381851145,409.2281314,1934.582618,2703.210424,3384.387985
bid,KIT,bid_1,0.144035184,48.8087313,0.06,0.416564885,401.7593607,1926.200043,2700.105221,3416.790696
bid,KIT,bid_1,0.144035184,48.8137313,0.065,0.451278626,396.9941974,1905.897869,2679.660316,3456.064269
bid,KIT,bid_1,0.144035184,48.8187313,0.07,0.485992366,393.0414667,1882.01386,2654.00484,3497.402533
bid,KIT,bid_1,0.144035184,48.8237313,0.075,0.520706107,394.499825,1865.844852,2719.628533,3531.811521
bid,KIT,bid_1,0.144035184,48.8287313,0.08,0.555419847,397.584213,1851.994197,2812.681571,3564.138263
bid,KIT,bid_1,0.144035184,48.8337313,0.085,0.590133588,395.0149127,1846.303286,2777.506706,3439.477539
bid,KIT,bid_1,0.144035184,48.8387313,0.09,0.624847328,390.7466819,1843.064374,2703.79942,3267.642159
bid,KIT,bid_1,0.144035184,48.8437313,0.095,0.659561069,385.9178989,1837.971862,2677.403346,3260.140708
bid,KIT,bid_1,0.144035184,48.8487313,0.1,0.694274809,380.9206702,1832.322345,2665.224268,3302.021521
bid,KIT,bid_1,0.144035184,48.8537313,0.105,0.728988549,379.1492573,1834.47248,2670.237969,3369.684534
bid,KIT,bid_1,0.144035184,48.8587313,0.11,0.76370229,378.3472004,1838.966407,2680.418091,3445.095085
bid,KIT,bid_1,0.144035184,48.8637313,0.115,0.79841603,369.7745241,1806.847409,2693.448701,3456.367454
bid,KIT,bid_1,0.144035184,48.8687313,0.12,0.833129771,358.8667806,1763.726246,2707.33588,3448.366331
bid,KIT,bid_1,0.144035184,48.8737313,0.125,0.867843511,339.1718339,1771.95192,2683.265648,3506.26381
bid,KIT,bid_1,0.144035184,48.8787313,0.13,0.902557252,316.8363371,1795.607294,2647.789233,3583.963787
bid,KIT,bid_1,0.144035184,48.8837313,0.135,0.937270992,333.2421534,1800.30666,2632.070735,3585.337674
bid,KIT,bid_1,0.144035184,48.8887313,0.14,0.971984733,361.2897149,1799.309756,2622.289481,3563.775609
bid,KIT,bid_1,0.144035184,48.8937313,0.145,1.006698473,365.7175133,1830.801951,2656.699777,3271.439434
boyd,CHOICE,boyd_1,0.239732488,53.85776617,0,0,438.3332284,1108.26695,2475.336833,3382.001504
boyd,CHOICE,boyd_1,0.239732488,53.86276617,0.005,0.020856581,358.8728468,825.594795,2570.734712,3353.651969
boyd,CHOICE,boyd_1,0.239732488,53.86776617,0.01,0.041713161,394.1120031,841.9451084,2633.912411,3360.203243
boyd,CHOICE,boyd_1,0.239732488,53.87276617,0.015,0.062569742,401.0790206,841.2361308,2639.030784,3347.084921
boyd,CHOICE,boyd_1,0.239732488,53.87776617,0.02,0.083426323,387.2269544,827.9650048,2601.395334,3319.482269
boyd,CHOICE,boyd_1,0.239732488,53.88276617,0.025,0.104282904,397.9301706,822.7861416,2585.628595,3302.456169
boyd,CHOICE,boyd_1,0.239732488,53.88776617,0.03,0.125139484,426.7154456,823.566272,2585.965571,3293.218447
boyd,CHOICE,boyd_1,0.239732488,53.89276617,0.035,0.145996065,432.9259621,820.9616546,2586.960845,3274.47856
boyd,CHOICE,boyd_1,0.239732488,53.89776617,0.04,0.166852646,422.5128413,815.864571,2588.440877,3248.741453
boyd,CHOICE,boyd_1,0.239732488,53.90276617,0.045,0.187709227,414.410785,809.7150383,2600.212266,3232.810184
boyd,CHOICE,boyd_1,0.239732488,53.90776617,0.05,0.208565807,408.0105543,802.7905014,2619.562023,3224.099754
boyd,CHOICE,boyd_1,0.239732488,53.91276617,0.055,0.229422388,402.2193166,801.7315235,2640.032438,3222.804539
boyd,CHOICE,boyd_1,0.239732488,53.91776617,0.06,0.250278969,396.8765303,804.9918355,2661.328086,3226.969753
boyd,CHOICE,boyd_1,0.239732488,53.92276617,0.065,0.27113555,393.7624838,806.6244531,2660.526293,3224.49625
boyd,CHOICE,boyd_1,0.239732488,53.92776617,0.07,0.29199213,392.2896403,807.0584665,2643.452349,3217.134119
boyd,CHOICE,boyd_1,0.239732488,53.93276617,0.075,0.312848711,391.7777875,813.3969765,2619.944419,3215.414911
boyd,CHOICE,boyd_1,0.239732488,53.93776617,0.08,0.333705292,391.9735906,824.0834492,2591.698619,3217.851048
boyd,CHOICE,boyd_1,0.239732488,53.94276617,0.085,0.354561873,390.6843506,851.8989091,2573.114903,3243.51705
boyd,CHOICE,boyd_1,0.239732488,53.94776617,0.09,0.375418453,388.3015521,892.3278403,2561.646168,3286.289098
boyd,CHOICE,boyd_1,0.239732488,53.95276617,0.095,0.396275034,388.6512604,943.2955067,2525.213888,3290.988163
boyd,CHOICE,boyd_1,0.239732488,53.95776617,0.1,0.417131615,391.0131365,1002.023704,2470.398913,3267.650983
boyd,CHOICE,boyd_1,0.239732488,53.96276617,0.105,0.437988196,391.2591872,1042.94484,2439.594424,3278.951479
boyd,CHOICE,boyd_1,0.239732488,53.96776617,0.11,0.458844776,389.9471828,1070.753182,2426.470817,3315.758521
boyd,CHOICE,boyd_1,0.239732488,53.97276617,0.115,0.479701357,387.2018949,1142.12688,2408.859124,3327.626066
boyd,CHOICE,boyd_1,0.239732488,53.97776617,0.12,0.500557938,383.4011634,1245.581304,2387.94249,3321.128622
boyd,CHOICE,boyd_1,0.239732488,53.98276617,0.125,0.521414519,380.6311147,1330.149552,2377.719999,3309.972748
boyd,CHOICE,boyd_1,0.239732488,53.98776617,0.13,0.542271099,378.6200418,1400.810365,2375.372479,3295.38649
boyd,CHOICE,boyd_1,0.239732488,53.99276617,0.135,0.56312768,374.8534371,1467.79958,2367.210621,3289.581333
boyd,CHOICE,boyd_1,0.239732488,53.99776617,0.14,0.583984261,369.7940911,1532.085096,2354.767192,3290.242418
boyd,CHOICE,boyd_1,0.239732488,54.00276617,0.145,0.604840842,364.5199366,1591.855696,2350.930336,3286.564568
boyd,CHOICE,boyd_1,0.239732488,54.00776617,0.15,0.625697422,359.0876011,1648.301594,2353.431202,3279.691605
boyd,CHOICE,boyd_1,0.239732488,54.01276617,0.155,0.646554003,355.1554689,1714.959999,2348.498103,3281.799947
boyd,CHOICE,boyd_1,0.239732488,54.01776617,0.16,0.667410584,352.328059,1789.138705,2338.09077,3290.521958
boyd,CHOICE,boyd_1,0.239732488,54.02276617,0.165,0.688267165,351.8968575,1897.163525,2309.04384,3272.110172
boyd,CHOICE,boyd_1,0.239732488,54.02776617,0.17,0.709123745,353.2301799,2030.112,2266.271053,3233.717557
boyd,CHOICE,boyd_1,0.239732488,54.03276617,0.175,0.729980326,353.5026307,2082.24469,2298.422747,3232.297461
boyd,CHOICE,boyd_1,0.239732488,54.03776617,0.18,0.750836907,352.993875,2074.866119,2385.747452,3258.103247
boyd,CHOICE,boyd_1,0.239732488,54.04276617,0.185,0.771693488,339.8392118,2076.192348,2424.158622,3268.814287
boyd,CHOICE,boyd_1,0.239732488,54.04776617,0.19,0.792550068,317.3723346,2083.928629,2426.550765,3268.409832
boyd,CHOICE,boyd_1,0.239732488,54.05276617,0.195,0.813406649,319.718154,2093.17008,2415.992916,3261.818512
boyd,CHOICE,boyd_1,0.239732488,54.05776617,0.2,0.83426323,340.3355872,2103.51991,2395.898931,3250.671298
boyd,CHOICE,boyd_1,0.239732488,54.06276617,0.205,0.855119811,354.1409493,2108.080957,2385.959134,3246.710958
boyd,CHOICE,boyd_1,0.239732488,54.06776617,0.21,0.875976391,362.9300272,2108.379251,2383.496697,3248.042901
boyd,CHOICE,boyd_1,0.239732488,54.07276617,0.215,0.896832972,360.6683486,2090.048849,2397.910686,3261.993316
boyd,CHOICE,boyd_1,0.239732488,54.07776617,0.22,0.917689553,350.2690959,2058.000618,2424.752165,3285.235741
boyd,CHOICE,boyd_1,0.239732488,54.08276617,0.225,0.938546134,343.8649592,2057.671814,2484.48597,3323.68979
boyd,CHOICE,boyd_1,0.239732488,54.08776617,0.23,0.959402714,340.4027525,2080.700613,2568.44108,3373.345399
boyd,CHOICE,boyd_1,0.239732488,54.09276617,0.235,0.980259295,337.7335639,2083.563834,2773.134723,3350.492647
boyd,CHOICE,boyd_1,0.239732488,54.09776617,0.24,1.001115876,335.6483393,2071.577493,3066.738001,3274.246071
bowed,MOUTH,bowed_1,0.320532155,55.42350679,0,0,664.2454361,1412.641026,2366.902072,3323.371207
bowed,MOUTH,bowed_1,0.320532155,55.42850679,0.005,0.015599059,673.3056906,1445.119283,2388.859497,3317.826268
bowed,MOUTH,bowed_1,0.320532155,55.43350679,0.01,0.031198118,687.5366465,1451.246302,2390.222319,3302.405317
bowed,MOUTH,bowed_1,0.320532155,55.43850679,0.015,0.046797177,703.7384234,1447.329504,2383.735475,3283.220107
bowed,MOUTH,bowed_1,0.320532155,55.44350679,0.02,0.062396236,722.4491791,1473.220393,2403.049444,3266.48299
bowed,MOUTH,bowed_1,0.320532155,55.44850679,0.025,0.077995295,742.1162361,1510.47253,2432.197433,3250.678967
bowed,MOUTH,bowed_1,0.320532155,55.45350679,0.03,0.093594354,740.0685753,1508.130847,2414.950203,3221.600296
bowed,MOUTH,bowed_1,0.320532155,55.45850679,0.035,0.109193413,729.7443152,1490.697918,2380.019361,3187.461972
bowed,MOUTH,bowed_1,0.320532155,55.46350679,0.04,0.124792472,744.718254,1464.64999,2357.295457,3160.408823
bowed,MOUTH,bowed_1,0.320532155,55.46850679,0.045,0.140391531,769.3346416,1435.318441,2339.224245,3136.0562
bowed,MOUTH,bowed_1,0.320532155,55.47350679,0.05,0.15599059,784.1796441,1421.173145,2336.110598,3117.074787
bowed,MOUTH,bowed_1,0.320532155,55.47850679,0.055,0.171589649,795.3002676,1412.816114,2338.698051,3100.140619
bowed,MOUTH,bowed_1,0.320532155,55.48350679,0.06,0.187188708,812.6312558,1418.078283,2350.791354,3095.940007
bowed,MOUTH,bowed_1,0.320532155,55.48850679,0.065,0.202787767,832.3293343,1428.531432,2366.507827,3096.592811
bowed,MOUTH,bowed_1,0.320532155,55.49350679,0.07,0.218386826,840.2743638,1438.782047,2379.52961,3103.750341
bowed,MOUTH,bowed_1,0.320532155,55.49850679,0.075,0.233985885,843.7397,1448.955465,2391.524309,3113.387158
bowed,MOUTH,bowed_1,0.320532155,55.50350679,0.08,0.249584944,833.9108466,1461.799025,2400.560328,3035.108055
bowed,MOUTH,bowed_1,0.320532155,55.50850679,0.085,0.265184003,819.0148917,1475.660313,2408.468642,2923.319659
bowed,MOUTH,bowed_1,0.320532155,55.51350679,0.09,0.280783062,815.8956556,1465.758147,2398.278894,3065.096757
bowed,MOUTH,bowed_1,0.320532155,55.51850679,0.095,0.296382121,817.2651347,1446.798502,2381.19104,3303.520748
bowed,MOUTH,bowed_1,0.320532155,55.52350679,0.1,0.31198118,812.8694315,1441.126267,2359.233508,3322.143137
bowed,MOUTH,bowed_1,0.320532155,55.52850679,0.105,0.327580239,806.27632,1440.51855,2335.419892,3256.987793
bowed,MOUTH,bowed_1,0.320532155,55.53350679,0.11,0.343179298,793.6601082,1420.831619,2288.868397,3264.056013
bowed,MOUTH,bowed_1,0.320532155,55.53850679,0.115,0.358778357,778.7481823,1393.872616,2233.650324,3298.65236
bowed,MOUTH,bowed_1,0.320532155,55.54350679,0.12,0.374377416,766.5429283,1370.538959,2249.969047,3345.536985
bowed,MOUTH,bowed_1,0.320532155,55.54850679,0.125,0.389976475,755.3693266,1348.587109,2293.554135,3397.105308
bowed,MOUTH,bowed_1,0.320532155,55.55350679,0.13,0.405575534,753.5451199,1348.819754,2342.122901,3427.912997
bowed,MOUTH,bowed_1,0.320532155,55.55850679,0.135,0.421174593,755.2844501,1357.508054,2392.591203,3450.807738
bowed,MOUTH,bowed_1,0.320532155,55.56350679,0.14,0.436773652,743.6857871,1335.504869,2387.649397,3431.823029
bowed,MOUTH,bowed_1,0.320532155,55.56850679,0.145,0.452372711,727.0033268,1301.803575,2361.58794,3396.875901
bowed,MOUTH,bowed_1,0.320532155,55.57350679,0.15,0.46797177,720.8627797,1268.864066,2377.194198,3391.011615
bowed,MOUTH,bowed_1,0.320532155,55.57850679,0.155,0.483570829,718.7402996,1236.214913,2408.682172,3396.2323
bowed,MOUTH,bowed_1,0.320532155,55.58350679,0.16,0.499169888,714.617931,1214.201503,2417.544354,3396.080316
bowed,MOUTH,bowed_1,0.320532155,55.58850679,0.165,0.514768947,709.7333017,1196.241922,2417.782678,3393.880531
bowed,MOUTH,bowed_1,0.320532155,55.59350679,0.17,0.530368006,701.383511,1143.850302,2418.428136,3395.189968
bowed,MOUTH,bowed_1,0.320532155,55.59850679,0.175,0.545967065,691.7129686,1078.334857,2419.228774,3397.836951
bowed,MOUTH,bowed_1,0.320532155,55.60350679,0.18,0.561566124,669.697561,1070.972041,2422.020136,3390.334254
bowed,MOUTH,bowed_1,0.320532155,55.60850679,0.185,0.577165183,642.9768883,1085.774193,2425.570265,3378.962991
bowed,MOUTH,bowed_1,0.320532155,55.61350679,0.19,0.592764242,610.6905947,1088.599298,2484.385704,3376.927126
bowed,MOUTH,bowed_1,0.320532155,55.61850679,0.195,0.608363301,576.2829557,1086.859333,2564.265604,3378.449462
bowed,MOUTH,bowed_1,0.320532155,55.62350679,0.2,0.62396236,553.3953631,1064.685993,2571.777958,3371.673089
bowed,MOUTH,bowed_1,0.320532155,55.62850679,0.205,0.639561419,534.8986547,1034.724439,2551.707307,3361.73365
bowed,MOUTH,bowed_1,0.320532155,55.63350679,0.21,0.655160478,518.1622535,1031.054201,2550.330168,3339.934515
bowed,MOUTH,bowed_1,0.320532155,55.63850679,0.215,0.670759537,502.0967963,1037.40494,2556.078091,3313.615039
bowed,MOUTH,bowed_1,0.320532155,55.64350679,0.22,0.686358597,492.4109525,1032.586423,2588.202782,3296.655282
bowed,MOUTH,bowed_1,0.320532155,55.64850679,0.225,0.701957656,485.1567085,1023.510726,2630.381019,3283.262997
bowed,MOUTH,bowed_1,0.320532155,55.65350679,0.23,0.717556715,478.8406855,996.2725501,2621.900348,3302.00502
bowed,MOUTH,bowed_1,0.320532155,55.65850679,0.235,0.733155774,472.8822671,962.111716,2594.110953,3332.995086
bowed,MOUTH,bowed_1,0.320532155,55.66350679,0.24,0.748754833,466.5440721,943.7447129,2525.629597,3344.905419
bowed,MOUTH,bowed_1,0.320532155,55.66850679,0.245,0.764353892,460.0611246,931.3975536,2441.638434,3349.543482
bowed,MOUTH,bowed_1,0.320532155,55.67350679,0.25,0.779952951,456.5077852,934.0445318,2417.867233,3330.451754
bowed,MOUTH,bowed_1,0.320532155,55.67850679,0.255,0.79555201,454.0710705,942.4065493,2417.048966,3302.315379
bowed,MOUTH,bowed_1,0.320532155,55.68350679,0.26,0.811151069,451.7419308,960.1546512,2424.543976,3229.732756
bowed,MOUTH,bowed_1,0.320532155,55.68850679,0.265,0.826750128,449.4537936,981.480274,2435.207604,3140.209376
bowed,MOUTH,bowed_1,0.320532155,55.69350679,0.27,0.842349187,447.5815199,1008.183825,2452.593343,3125.900581
bowed,MOUTH,bowed_1,0.320532155,55.69850679,0.275,0.857948246,445.8677532,1036.937181,2472.541225,3140.259945
bowed,MOUTH,bowed_1,0.320532155,55.70350679,0.28,0.873547305,442.0557667,1070.703411,2418.16928,3107.765975
bowed,MOUTH,bowed_1,0.320532155,55.70850679,0.285,0.889146364,437.4440403,1106.380304,2335.470213,3057.413783
bowed,MOUTH,bowed_1,0.320532155,55.71350679,0.29,0.904745423,430.1302835,1152.909451,2299.888409,3070.307167
bowed,MOUTH,bowed_1,0.320532155,55.71850679,0.295,0.920344482,421.7866434,1203.574952,2282.265425,3107.306703
bowed,MOUTH,bowed_1,0.320532155,55.72350679,0.3,0.935943541,407.6371676,1258.770009,2261.29237,2896.173667
bowed,MOUTH,bowed_1,0.320532155,55.72850679,0.305,0.9515426,391.2747884,1315.691515,2239.042432,2590.464504
bowed,MOUTH,bowed_1,0.320532155,55.73350679,0.31,0.967141659,393.6217942,1329.558047,2227.3655,2702.987956
bowed,MOUTH,bowed_1,0.320532155,55.73850679,0.315,0.982740718,403.0999121,1327.014107,2219.718488,2974.921436
bowed,MOUTH,bowed_1,0.320532155,55.74350679,0.32,0.998339777,406.1418787,1361.158642,2216.046804,3019.599826
booed,GOOSE,booed_1,0.273748388,57.28993689,0,0,346.1776907,1315.561407,2315.681863,3111.902583
booed,GOOSE,booed_1,0.273748388,57.29493689,0.005,0.018264948,354.5988133,1306.312626,2306.641229,3101.01142
booed,GOOSE,booed_1,0.273748388,57.29993689,0.01,0.036529896,362.8958537,1297.166817,2297.632877,3090.4192
booed,GOOSE,booed_1,0.273748388,57.30493689,0.015,0.054794843,358.9753538,1298.159939,2291.803159,3109.261878
booed,GOOSE,booed_1,0.273748388,57.30993689,0.02,0.073059791,355.0600471,1299.14824,2286.074737,3127.96022
booed,GOOSE,booed_1,0.273748388,57.31493689,0.025,0.091324739,351.6560727,1299.661965,2290.320286,3132.446772
booed,GOOSE,booed_1,0.273748388,57.31993689,0.03,0.109589687,348.2531118,1300.052321,2294.755187,3136.798054
booed,GOOSE,booed_1,0.273748388,57.32493689,0.035,0.127854634,344.9499443,1288.295456,2317.834243,3127.830286
booed,GOOSE,booed_1,0.273748388,57.32993689,0.04,0.146119582,341.6699987,1276.653677,2340.725542,3119.148512
booed,GOOSE,booed_1,0.273748388,57.33493689,0.045,0.16438453,340.6765658,1276.34356,2345.129568,3138.626736
booed,GOOSE,booed_1,0.273748388,57.33993689,0.05,0.182649478,339.6760383,1276.058785,2349.643794,3157.845777
booed,GOOSE,booed_1,0.273748388,57.34493689,0.055,0.200914425,337.9769531,1278.269279,2365.008793,3151.544895
booed,GOOSE,booed_1,0.273748388,57.34993689,0.06,0.219179373,336.2739776,1280.613499,2380.514486,3145.384196
booed,GOOSE,booed_1,0.273748388,57.35493689,0.065,0.237444321,334.1879415,1296.124934,2409.87324,3153.026248
booed,GOOSE,booed_1,0.273748388,57.35993689,0.07,0.255709269,332.1082777,1311.274079,2439.12598,3160.619097
booed,GOOSE,booed_1,0.273748388,57.36493689,0.075,0.273974217,330.6560458,1290.750954,2457.940226,3163.367153
booed,GOOSE,booed_1,0.273748388,57.36993689,0.08,0.292239164,329.1955705,1270.153143,2476.143042,3166.215276
booed,GOOSE,booed_1,0.273748388,57.37493689,0.085,0.310504112,326.9234264,1242.201541,2434.142359,3178.916327
booed,GOOSE,booed_1,0.273748388,57.37993689,0.09,0.32876906,324.6402491,1214.423231,2392.702286,3191.166052
booed,GOOSE,booed_1,0.273748388,57.38493689,0.095,0.347034008,321.270698,1203.707836,2406.461613,3158.976779
booed,GOOSE,booed_1,0.273748388,57.38993689,0.1,0.365298955,317.8878364,1192.938849,2420.017476,3127.150545
booed,GOOSE,booed_1,0.273748388,57.39493689,0.105,0.383563903,313.1943884,1176.89295,2413.539573,3131.070487
booed,GOOSE,booed_1,0.273748388,57.39993689,0.11,0.401828851,308.5590756,1161.18819,2407.125567,3135.437746
booed,GOOSE,booed_1,0.273748388,57.40493689,0.115,0.420093799,309.6479452,1179.073083,2407.003082,3183.849298
booed,GOOSE,booed_1,0.273748388,57.40993689,0.12,0.438358746,310.685282,1196.620626,2406.907772,3231.808516
booed,GOOSE,booed_1,0.273748388,57.41493689,0.125,0.456623694,306.6485383,1180.951594,2409.488285,3235.229389
booed,GOOSE,booed_1,0.273748388,57.41993689,0.13,0.474888642,302.5564355,1165.57381,2412.082057,3238.788901
booed,GOOSE,booed_1,0.273748388,57.42493689,0.135,0.49315359,293.0134854,1178.873327,2415.981383,3255.999266
booed,GOOSE,booed_1,0.273748388,57.42993689,0.14,0.511418537,283.4566094,1192.053444,2419.261163,3272.791671
booed,GOOSE,booed_1,0.273748388,57.43493689,0.145,0.529683485,272.5285547,1193.477004,2361.538398,3248.430364
booed,GOOSE,booed_1,0.273748388,57.43993689,0.15,0.547948433,261.654479,1194.942727,2304.446885,3224.278645
booed,GOOSE,booed_1,0.273748388,57.44493689,0.155,0.566213381,256.0953713,1200.559893,2309.510521,3220.763645
booed,GOOSE,booed_1,0.273748388,57.44993689,0.16,0.584478329,250.6211768,1206.168442,2314.512443,3217.243173
booed,GOOSE,booed_1,0.273748388,57.45493689,0.165,0.602743276,253.5078289,1210.92855,2313.437745,3213.18382
booed,GOOSE,booed_1,0.273748388,57.45993689,0.17,0.621008224,256.3311916,1215.812788,2312.539872,3209.216955
booed,GOOSE,booed_1,0.273748388,57.46493689,0.175,0.639273172,252.9228675,1232.919248,2329.052731,3214.35672
booed,GOOSE,booed_1,0.273748388,57.46993689,0.18,0.65753812,249.6519877,1249.9366,2345.446324,3219.225491
booed,GOOSE,booed_1,0.273748388,57.47493689,0.185,0.675803067,259.9143358,1258.180151,2350.096456,3197.41127
booed,GOOSE,booed_1,0.273748388,57.47993689,0.19,0.694068015,270.2518944,1266.512016,2354.729802,3175.934984
booed,GOOSE,booed_1,0.273748388,57.48493689,0.195,0.712332963,287.9949394,1283.539643,2357.710359,3187.732766
booed,GOOSE,booed_1,0.273748388,57.48993689,0.2,0.730597911,305.678105,1300.467945,2360.615289,3199.167382
booed,GOOSE,booed_1,0.273748388,57.49493689,0.205,0.748862858,317.465352,1307.616558,2356.073798,3174.843548
booed,GOOSE,booed_1,0.273748388,57.49993689,0.21,0.767127806,329.1698738,1314.954093,2351.388809,3151.115563
booed,GOOSE,booed_1,0.273748388,57.50493689,0.215,0.785392754,332.7289988,1340.893651,2332.574636,3186.056957
booed,GOOSE,booed_1,0.273748388,57.50993689,0.22,0.803657702,336.2635298,1366.963934,2314.057531,3220.307631
booed,GOOSE,booed_1,0.273748388,57.51493689,0.225,0.82192265,337.3764595,1405.905888,2324.790715,3186.547792
booed,GOOSE,booed_1,0.273748388,57.51993689,0.23,0.840187597,338.4940498,1444.780372,2335.463739,3152.634193
booed,GOOSE,booed_1,0.273748388,57.52493689,0.235,0.858452545,340.0705345,1477.011475,2340.213227,3103.581007
booed,GOOSE,booed_1,0.273748388,57.52993689,0.24,0.876717493,341.5825632,1509.120376,2344.64745,3055.223949
booed,GOOSE,booed_1,0.273748388,57.53493689,0.245,0.894982441,336.7480457,1529.19679,2318.039735,3075.41001
booed,GOOSE,booed_1,0.273748388,57.53993689,0.25,0.913247388,331.9767959,1548.831813,2291.674167,3095.555274
booed,GOOSE,booed_1,0.273748388,57.54493689,0.255,0.931512336,333.4350882,1525.006116,2289.151286,3111.683439
booed,GOOSE,booed_1,0.273748388,57.54993689,0.26,0.949777284,334.6676776,1501.213882,2287.361215,3127.297698
booed,GOOSE,booed_1,0.273748388,57.55493689,0.265,0.968042232,313.6768163,1480.716482,2357.726023,3092.311052
booed,GOOSE,booed_1,0.273748388,57.55993689,0.27,0.986307179,292.1299932,1462.654851,2429.342276,3058.125868
booed,GOOSE,booed_1,0.273748388,57.56493689,0.275,1.004572127,215.8413501,1684.427097,2624.179855,3102.855264
booed,GOOSE,booed_2,0.236817165,66.03372369,0,0,379.6406832,1493.814759,2673.221811,3137.436621
booed,GOOSE,booed_2,0.236817165,66.03872369,0.005,0.021113334,368.6815808,1485.13597,2406.150813,3119.577916
booed,GOOSE,booed_2,0.236817165,66.04372369,0.01,0.042226669,359.4170883,1472.641085,2344.121618,3140.210501
booed,GOOSE,booed_2,0.236817165,66.04872369,0.015,0.063340003,350.6661925,1458.989632,2344.235792,3172.508895
booed,GOOSE,booed_2,0.236817165,66.05372369,0.02,0.084453338,352.4777019,1455.360864,2386.725592,3196.376275
booed,GOOSE,booed_2,0.236817165,66.05872369,0.025,0.105566672,357.4904291,1454.769738,2442.058452,3217.688412
booed,GOOSE,booed_2,0.236817165,66.06372369,0.03,0.126680007,358.1961726,1464.488152,2450.709375,3219.306591
booed,GOOSE,booed_2,0.236817165,66.06872369,0.035,0.147793341,357.5965702,1477.331148,2445.212095,3214.955992
booed,GOOSE,booed_2,0.236817165,66.07372369,0.04,0.168906676,351.3149553,1489.233811,2434.100398,3209.332884
booed,GOOSE,booed_2,0.236817165,66.07872369,0.045,0.19002001,343.3112556,1500.851483,2421.287104,3203.324108
booed,GOOSE,booed_2,0.236817165,66.08372369,0.05,0.211133344,338.6926025,1487.800735,2425.014268,3188.147449
booed,GOOSE,booed_2,0.236817165,66.08872369,0.055,0.232246679,335.0998778,1467.273567,2433.754457,3170.19222
booed,GOOSE,booed_2,0.236817165,66.09372369,0.06,0.253360013,327.6676059,1456.235053,2435.273902,3188.356931
booed,GOOSE,booed_2,0.236817165,66.09872369,0.065,0.274473348,319.0716572,1448.072328,2434.604909,3217.468749
booed,GOOSE,booed_2,0.236817165,66.10372369,0.07,0.295586682,310.977231,1435.5764,2423.998771,3216.186198
