Filename		Label	Duration	FileTime	IntervalTime	F1	F2	F3
Vowel_Heart	vocalization	13.44	0.265		 0.265	886.1230404551394	1720.8174172403715	3080.955349050035
Vowel_Heart	vocalization	13.44	0.27		 0.27	1215.722539882997	1822.9559659699771	3290.4712991482293
Vowel_Heart	vocalization	13.44	0.275		 0.275	1207.1788521591106	1870.9012956991107	3313.7832415733396
Vowel_Heart	vocalization	13.44	0.28		 0.28	1198.6351644351748	1918.8466254282118	3337.09518399843
Vowel_Heart	vocalization	13.44	0.28500000000000003		 0.28500000000000003	825.4530641589024	1722.305352443159	3208.650598669043
Vowel_Heart	vocalization	13.44	0.29		 0.29	452.27096388268654	1525.764079458133	3080.206013339661
Vowel_Heart	vocalization	13.44	0.295		 0.295	503.2065067297703	1526.6645134884577	2972.847957952008
Vowel_Heart	vocalization	13.44	0.3		 0.3	554.1420495768443	1527.5649475187827	2865.4899025643685
Vowel_Heart	vocalization	13.44	0.305		 0.305	526.6471915674955	1528.6753468838865	2867.233221405904
Vowel_Heart	vocalization	13.44	0.31		 0.31	499.1523335581345	1529.7857462489917	2868.976540247434
Vowel_Heart	vocalization	13.44	0.315		 0.315	375.98453141354105	1541.6976961217724	2830.1717065356656
Vowel_Heart	vocalization	13.44	0.32		 0.32	252.81672926897082	1553.6096459945463	2791.366872823913
Vowel_Heart	vocalization	13.44	0.325		 0.325	310.7415385132862	1513.0138716891097	2878.180814095603
Vowel_Heart	vocalization	13.44	0.33		 0.33	368.66634775765226	1472.4180973837533	2964.994755367337
Vowel_Heart	vocalization	13.44	0.335		 0.335	823.550667275412	2059.8929411610143	3392.07487604872
Vowel_Heart	vocalization	13.44	0.34		 0.34	1278.4349867930619	2647.3677849381374	3819.154996730018
Vowel_Heart	vocalization	13.44	0.34500000000000003		 0.34500000000000003	915.5281244029504	2208.4534209930575	3605.9531904625683
Vowel_Heart	vocalization	13.44	0.35000000000000003		 0.35000000000000003	552.6212620128949	1769.539057048039	3392.7513841951354
Vowel_Heart	vocalization	13.44	0.355		 0.355	587.9390143166377	1762.5523589050426	3288.778288494683
Vowel_Heart	vocalization	13.44	0.36		 0.36	623.2567666203644	1755.5656607620347	3184.805192794213
Vowel_Heart	vocalization	13.44	0.365		 0.365	533.5569950616518	1659.032014839235	2941.4774202452686
Vowel_Heart	vocalization	13.44	0.37		 0.37	443.85722350297704	1562.4983689164524	2698.149647696376
Vowel_Heart	vocalization	13.44	0.375		 0.375	649.0030409591146	1597.873284605059	2857.142186903843
Vowel_Heart	vocalization	13.44	0.38		 0.38	854.1488584152019	1633.2482002936586	3016.134726111274
Vowel_Heart	vocalization	13.44	0.385		 0.385	664.748397909494	1612.4131297484196	2896.5941370205037
Vowel_Heart	vocalization	13.44	0.39		 0.39	475.3479374038628	1591.578059203238	2777.053547929791
Vowel_Heart	vocalization	13.44	0.395		 0.395	885.5636926630849	2018.2242716090318	3107.5686155216945
Vowel_Heart	vocalization	13.44	0.4		 0.4	1295.7794479222355	2444.8704840147543	3438.083683113548
Vowel_Heart	vocalization	13.44	0.405		 0.405	1146.486625827199	2312.7408376324624	3378.395812730144
Vowel_Heart	vocalization	13.44	0.41000000000000003		 0.41000000000000003	997.1938037321523	2180.611191250146	3318.7079423467108
Vowel_Heart	vocalization	13.44	0.41500000000000004		 0.41500000000000004	768.1789891699087	1853.633610357964	3029.3138521070005
Vowel_Heart	vocalization	13.44	0.42		 0.42	539.1641746077386	1526.656029465879	2739.9197618673734
Vowel_Heart	vocalization	13.44	0.425		 0.425	884.9001527620624	1958.5638699060146	3102.5011483064663
Vowel_Heart	vocalization	13.44	0.43		 0.43	1230.6361309162996	2390.471710346034	3465.0825347454784
Vowel_Heart	vocalization	13.44	0.435		 0.435	900.1578795771156	1914.831067218914	3198.631280332408
Vowel_Heart	vocalization	13.44	0.44		 0.44	569.679628238013	1439.1904240918993	2932.1800259193974
Vowel_Heart	vocalization	13.44	0.445		 0.445	875.8512832864221	1785.0202732711255	3132.6132830970178
Vowel_Heart	vocalization	13.44	0.45		 0.45	1182.0229383347275	2130.8501224502647	3333.046540274571
Vowel_Heart	vocalization	13.44	0.455		 0.455	677.6871262476993	1798.10868504165	3009.377195178313
Vowel_Heart	vocalization	13.44	0.46		 0.46	173.35131416081254	1465.3672476331449	2685.70785008217
Vowel_Heart	vocalization	13.44	0.465		 0.465	774.5382240798241	1989.733167715839	3256.4133641888848
Vowel_Heart	vocalization	13.44	0.47000000000000003		 0.47000000000000003	1375.7251339987486	2514.099087798456	3827.118878295527
Vowel_Heart	vocalization	13.44	0.47500000000000003		 0.47500000000000003	1295.8162910795224	2434.4196655979813	3832.330293881825
Vowel_Heart	vocalization	13.44	0.48		 0.48	1215.9074481602825	2354.7402433974953	3837.541709468108
Vowel_Heart	vocalization	13.44	0.485		 0.485	1029.4515376692082	2188.4294355107227	3720.2341233063753
Vowel_Heart	vocalization	13.44	0.49		 0.49	842.995627178173	2022.1186276239835	3602.9265371446477
Vowel_Heart	vocalization	13.44	0.495		 0.495	964.1848672503968	2118.1238393320446	3522.8486278967907
Vowel_Heart	vocalization	13.44	0.5		 0.5	1085.374107322561	2214.129051040049	3442.770718648894
Vowel_Heart	vocalization	13.44	0.505		 0.505	740.3657031852736	1868.8133515177685	3050.654273908827
Vowel_Heart	vocalization	13.44	0.51		 0.51	395.3572990480181	1523.4976519955208	2658.537829168823
Vowel_Heart	vocalization	13.44	0.515		 0.515	300.7493510362448	1434.4228308341944	2763.9654020842504
Vowel_Heart	vocalization	13.44	0.52		 0.52	206.1414030244955	1345.3480096728847	2869.3929749996582
Vowel_Heart	vocalization	13.44	0.525		 0.525	300.1992632841949	1384.4008197342514	2821.2792550323347
Vowel_Heart	vocalization	13.44	0.53		 0.53	394.2571235438924	1423.4536297956363	2773.1655350650244
Vowel_Heart	vocalization	13.44	0.535		 0.535	474.3205931139213	1604.7407272515586	2825.007781878875
Vowel_Heart	vocalization	13.44	0.54		 0.54	554.3840626839382	1786.0278247074446	2876.8500286927115
Vowel_Heart	vocalization	13.44	0.545		 0.545	541.1885333308568	1682.4929556370464	2815.7824570198827
Vowel_Heart	vocalization	13.44	0.55		 0.55	527.993003977777	1578.958086566655	2754.7148853470608
Vowel_Heart	vocalization	13.44	0.555		 0.555	528.2706965562999	1526.8324358521577	2745.064220265472
Vowel_Heart	vocalization	13.44	0.56		 0.56	528.5483891348143	1474.7067851376664	2735.4135551838876
Vowel_Heart	vocalization	13.44	0.5650000000000001		 0.5650000000000001	469.2944198736621	1460.527898665053	2750.48233598556
Vowel_Heart	vocalization	13.44	0.5700000000000001		 0.5700000000000001	410.04045061252816	1446.3490121924556	2765.551116787228
Vowel_Heart	vocalization	13.44	0.5750000000000001		 0.5750000000000001	479.719310429521	1544.0124904281386	2751.0470836083805
Vowel_Heart	vocalization	13.44	0.58		 0.58	549.3981702465001	1641.675968663808	2736.5430504295414
Vowel_Heart	vocalization	13.44	0.585		 0.585	515.0591611513315	1645.314935594468	2788.638746606182
Vowel_Heart	vocalization	13.44	0.59		 0.59	480.72015205617237	1648.9539025251408	2840.7344427828343
Vowel_Heart	vocalization	13.44	0.595		 0.595	528.2748857362049	1765.4490648844921	2995.9957446491453
Vowel_Heart	vocalization	13.44	0.6		 0.6	575.829619416253	1881.9442272438569	3151.257046515432
Vowel_Heart	vocalization	13.44	0.605		 0.605	740.4413421408115	2089.155993309396	3097.3010777000577
Vowel_Heart	vocalization	13.44	0.61		 0.61	905.0530648653262	2296.367759374857	3043.345108884666
Vowel_Heart	vocalization	13.44	0.615		 0.615	726.8549769465267	1899.501279211143	2850.7376180979695
Vowel_Heart	vocalization	13.44	0.62		 0.62	548.6568890277422	1502.6347990474821	2658.130127311293
Vowel_Heart	vocalization	13.44	0.625		 0.625	487.56188447485613	1526.4776952413386	2623.070590077874
Vowel_Heart	vocalization	13.44	0.63		 0.63	426.4668799219797	1550.320591435191	2588.0110528444666
Vowel_Heart	vocalization	13.44	0.635		 0.635	440.6371197210049	1545.5160678417615	2643.297454805907
Vowel_Heart	vocalization	13.44	0.64		 0.64	454.8073595200354	1540.7115442483225	2698.5838567673304
Vowel_Heart	vocalization	13.44	0.645		 0.645	509.87940213967136	1461.6045133229213	2619.3355154879196
Vowel_Heart	vocalization	13.44	0.65		 0.65	564.9514447592946	1382.4974823975401	2540.087174208528
Vowel_Heart	vocalization	13.44	0.655		 0.655	520.2098531680996	1460.5612329873863	2607.4499549657753
Vowel_Heart	vocalization	13.44	0.66		 0.66	475.4682615769041	1538.6249835772257	2674.8127357230023
Vowel_Heart	vocalization	13.44	0.665		 0.665	420.2430810332208	1565.873408507923	2568.0262989639646
Vowel_Heart	vocalization	13.44	0.67		 0.67	365.017900489553	1593.1218334386158	2461.2398622049654
Vowel_Heart	vocalization	13.44	0.675		 0.675	430.14211113343583	1584.943417537891	2648.9709781976344
Vowel_Heart	vocalization	13.44	0.68		 0.68	495.26632177731	1576.765001637175	2836.7020941902833
Vowel_Heart	vocalization	13.44	0.685		 0.685	499.76142288634077	1629.1048029866538	2883.5847014895144
Vowel_Heart	vocalization	13.44	0.6900000000000001		 0.6900000000000001	504.25652399537074	1681.444604336134	2930.4673087887268
Vowel_Heart	vocalization	13.44	0.6950000000000001		 0.6950000000000001	503.03921594591367	1743.9799380086881	2846.7772107101046
Vowel_Heart	vocalization	13.44	0.7000000000000001		 0.7000000000000001	501.82190789650735	1806.515271681275	2763.0871126315615
Vowel_Heart	vocalization	13.44	0.705		 0.705	857.7156757614105	2100.1948938841683	3236.2536895074377
Vowel_Heart	vocalization	13.44	0.71		 0.71	1213.609443626281	2393.874516087044	3709.4202663832775
Vowel_Heart	vocalization	13.44	0.715		 0.715	1195.8461446052625	2457.4246729801007	3746.382769738806
Vowel_Heart	vocalization	13.44	0.72		 0.72	1178.0828455842086	2520.974829873122	3783.345273094285
Vowel_Heart	vocalization	13.44	0.725		 0.725	850.1591171706204	2271.9840745352417	3386.175940210684
Vowel_Heart	vocalization	13.44	0.73		 0.73	522.2353887571478	2022.9933191974296	2989.0066073271614
Vowel_Heart	vocalization	13.44	0.735		 0.735	1209.7720845481108	2372.942930148408	3280.1206719362513
Vowel_Heart	vocalization	13.44	0.74		 0.74	1897.3087803389135	2722.8925410992815	3571.2347365452633
Vowel_Heart	vocalization	13.44	0.745		 0.745	1176.1225660260986	2150.2640447687627	3176.331475864335
Vowel_Heart	vocalization	13.44	0.75		 0.75	454.9363517133627	1577.635548438311	2781.4282151834723
Vowel_Heart	vocalization	13.44	0.755		 0.755	430.01403551119375	1594.3677651471676	2959.9853164008664
Vowel_Heart	vocalization	13.44	0.76		 0.76	405.0917193090772	1611.0999818560815	3138.5424176182823
Vowel_Heart	vocalization	13.44	0.765		 0.765	841.2210773578148	2131.592744744574	3505.4521294318206
Vowel_Heart	vocalization	13.44	0.77		 0.77	1277.3504354065092	2652.0855076330117	3872.3618412453134
Vowel_Heart	vocalization	13.44	0.775		 0.775	1322.1099490697218	2686.185452823582	3842.8108297017943
Vowel_Heart	vocalization	13.44	0.78		 0.78	1366.8694627328648	2720.2853980140653	3813.259818158201
Vowel_Heart	vocalization	13.44	0.785		 0.785	922.5555868838112	2139.6542946432232	3260.3615504776403
Vowel_Heart	vocalization	13.44	0.79		 0.79	478.24171103481694	1559.023191272475	2707.463282797153
Vowel_Heart	vocalization	13.44	0.795		 0.795	452.5501616242918	1637.0232557284423	2674.271166177313
Vowel_Heart	vocalization	13.44	0.8		 0.8	426.8586122137721	1715.0233201843787	2641.0790495574706
Vowel_Heart	vocalization	13.44	0.805		 0.805	439.6791860102875	1574.3828583677184	2592.198723316332
Vowel_Heart	vocalization	13.44	0.81		 0.81	452.49975980680426	1433.7423965510732	2543.31839707521
Vowel_Heart	vocalization	13.44	0.8150000000000001		 0.8150000000000001	475.75962812336417	1399.259153968335	2613.052151272099
Vowel_Heart	vocalization	13.44	0.8200000000000001		 0.8200000000000001	499.01949643991986	1364.7759113856223	2682.7859054689675
Vowel_Heart	vocalization	13.44	0.8250000000000001		 0.8250000000000001	492.76285168351825	1507.9349051410386	2612.3363884879386
Vowel_Heart	vocalization	13.44	0.8300000000000001		 0.8300000000000001	486.5062069271734	1651.0938988965	2541.8868715070107
Vowel_Heart	vocalization	13.44	0.835		 0.835	879.6066857795095	2112.545457028582	3181.472367766091
Vowel_Heart	vocalization	13.44	0.84		 0.84	1272.707164631765	2573.9970151605544	3821.057864025049
Vowel_Heart	vocalization	13.44	0.845		 0.845	858.2575491123512	1955.113511056351	3228.110514232723
Vowel_Heart	vocalization	13.44	0.85		 0.85	443.8079335930023	1336.2300069522573	2635.1631644404806
Vowel_Heart	vocalization	13.44	0.855		 0.855	599.1418674287133	1683.8872071712726	2781.8687556336013
Vowel_Heart	vocalization	13.44	0.86		 0.86	754.4758012644022	2031.544407390249	2928.5743468267488
Vowel_Heart	vocalization	13.44	0.865		 0.865	715.0169417047447	2035.1284652432782	3307.7568074927585
Vowel_Heart	vocalization	13.44	0.87		 0.87	675.5580821451592	2038.7125230963247	3686.9392681587224
Vowel_Heart	vocalization	13.44	0.875		 0.875	1269.9003437960168	2194.002512831046	3658.7296391668247
Vowel_Heart	vocalization	13.44	0.88		 0.88	1864.2426054467562	2349.2925025657314	3630.5200101749347
Vowel_Heart	vocalization	13.44	0.885		 0.885	1421.2008671317446	2192.9337197113455	3665.9846809868664
Vowel_Heart	vocalization	13.44	0.89		 0.89	978.1591288167957	2036.5749368569918	3701.4493517987808
Vowel_Heart	vocalization	13.44	0.895		 0.895	1088.1424098224443	2163.103692233309	3583.6703652027886
Vowel_Heart	vocalization	13.44	0.9		 0.9	1198.1256908280213	2289.6324476095565	3465.891378606764
Vowel_Heart	vocalization	13.44	0.905		 0.905	781.4937239800058	1897.0528997110873	3141.8642294144865
Vowel_Heart	vocalization	13.44	0.91		 0.91	364.8617571321109	1504.4733518127468	2817.8370802223276
Vowel_Heart	vocalization	13.44	0.915		 0.915	796.6328386984433	2019.3939138223018	3329.2492075925993
Vowel_Heart	vocalization	13.44	0.92		 0.92	1228.40392026472	2534.3144758317976	3840.6613349628037
Vowel_Heart	vocalization	13.44	0.925		 0.925	1267.8365758381417	2633.2432582875426	3879.3057926867414
Vowel_Heart	vocalization	13.44	0.93		 0.93	1307.2692314115045	2732.17204074319	3917.9502504105963
Vowel_Heart	vocalization	13.44	0.935		 0.935	932.9543064237071	2144.2293353561226	3374.507692467712
Vowel_Heart	vocalization	13.44	0.9400000000000001		 0.9400000000000001	558.6393814359922	1556.2866299691952	2831.0651345249844
Vowel_Heart	vocalization	13.44	0.9450000000000001		 0.9450000000000001	763.9426026541697	1955.5330765593237	3391.387362397877
Vowel_Heart	vocalization	13.44	0.9500000000000001		 0.9500000000000001	969.2458238722734	2354.779523149374	3951.7095902706897
Vowel_Heart	vocalization	13.44	0.9550000000000001		 0.9550000000000001	654.8266223560188	2205.5554731997145	3944.7315023259057
Vowel_Heart	vocalization	13.44	0.96		 0.96	340.4074208398201	2056.331423250077	3937.7534143811067
Vowel_Heart	vocalization	13.44	0.965		 0.965	440.105839478486	2062.417671966242	3796.798074454402
Vowel_Heart	vocalization	13.44	0.97		 0.97	539.8042581171424	2068.503920682412	3655.842734527714
Vowel_Heart	vocalization	13.44	0.975		 0.975	555.194148209768	2119.93172562966	3661.705652265857
Vowel_Heart	vocalization	13.44	0.98		 0.98	570.5840383024031	2171.359530576891	3667.5685700039903
Vowel_Heart	vocalization	13.44	0.985		 0.985	670.9770077294953	2074.6423083164013	3585.444037386956
Vowel_Heart	vocalization	13.44	0.99		 0.99	771.3699771565604	1977.9250860559378	3503.319504769917
Vowel_Heart	vocalization	13.44	0.995		 0.995	632.9194076318804	2106.0054281401967	3377.598555050963
Vowel_Heart	vocalization	13.44	1		 1	494.46883810724444	2234.0857702244425	3251.8776053320166
Vowel_Heart	vocalization	13.44	1.0050000000000001		 1.0050000000000001	742.244280652586	2244.810090022896	3192.059069318113
Vowel_Heart	vocalization	13.44	1.01		 1.01	990.0197231978696	2255.5344098213454	3132.2405333042316
Vowel_Heart	vocalization	13.44	1.0150000000000001		 1.0150000000000001	852.4555368019234	2233.975301608153	3236.0121429351266
Vowel_Heart	vocalization	13.44	1.02		 1.02	714.8913504060022	2212.416193394935	3339.7837525659756
Vowel_Heart	vocalization	13.44	1.025		 1.025	728.8746727444297	1953.0121252142353	3090.662274911996
Vowel_Heart	vocalization	13.44	1.03		 1.03	742.8579950828462	1693.608057033587	2841.5407972580215
Vowel_Heart	vocalization	13.44	1.035		 1.035	675.1441948885091	1846.7473433719997	2676.103404645801
Vowel_Heart	vocalization	13.44	1.04		 1.04	607.4303946941797	1999.8866297103839	2510.666012033604
Vowel_Heart	vocalization	13.44	1.045		 1.045	621.3353904877328	1892.8776759794268	2576.0801422368304
Vowel_Heart	vocalization	13.44	1.05		 1.05	635.2403862813105	1785.8687222485128	2641.4942724401058
Vowel_Heart	vocalization	13.44	1.055		 1.055	817.4640942381117	2023.0223607837513	3030.0952940107613
Vowel_Heart	vocalization	13.44	1.06		 1.06	999.6878021949146	2260.1759993189908	3418.696315581369
Vowel_Heart	vocalization	13.44	1.065		 1.065	1122.3664316375718	2410.270207267888	3316.791371211222
Vowel_Heart	vocalization	13.44	1.07		 1.07	1245.0450610802127	2560.364415216741	3214.886426841082
Vowel_Heart	vocalization	13.44	1.075		 1.075	1204.6804385382043	2335.3333745163127	3204.715852115267
Vowel_Heart	vocalization	13.44	1.08		 1.08	1164.3158159961743	2110.3023338158487	3194.545277389438
Vowel_Heart	vocalization	13.44	1.085		 1.085	986.5187083584391	1724.2837231606602	3092.241586811058
Vowel_Heart	vocalization	13.44	1.09		 1.09	808.7216007206778	1338.2651125055359	2989.9378962326664
Vowel_Heart	vocalization	13.44	1.095		 1.095	517.2059846653913	1558.4041558040208	2850.2488265691295
Vowel_Heart	vocalization	13.44	1.1		 1.1	225.6903686102382	1778.5431991025257	2710.5597569056818
Vowel_Heart	vocalization	13.44	1.105		 1.105	990.143292691792	2051.8533880785753	3258.6791479913727
Vowel_Heart	vocalization	13.44	1.11		 1.11	1754.5962167732396	2325.163577054587	3806.7985390770027
Vowel_Heart	vocalization	13.44	1.115		 1.115	1464.2497820832639	2222.882586531496	3710.1797042469766
Vowel_Heart	vocalization	13.44	1.12		 1.12	1173.9033473932552	2120.6015960083832	3613.560869416921
Vowel_Heart	vocalization	13.44	1.125		 1.125	768.0412832533177	1904.6855322308747	3346.434262320287
Vowel_Heart	vocalization	13.44	1.1300000000000001		 1.1300000000000001	362.17921911351533	1688.7694684534742	3079.3076552237153
Vowel_Heart	vocalization	13.44	1.135		 1.135	1068.4643379269878	2316.779058026294	3358.5473822011772
Vowel_Heart	vocalization	13.44	1.1400000000000001		 1.1400000000000001	1774.7494567403105	2944.7886475989767	3637.7871091785623
Vowel_Heart	vocalization	13.44	1.145		 1.145	1146.6834462023307	2355.069337977641	3262.3832447530262
Vowel_Heart	vocalization	13.44	1.1500000000000001		 1.1500000000000001	518.6174356644538	1765.3500283563828	2886.9793803275625
Vowel_Heart	vocalization	13.44	1.155		 1.155	866.8678190571873	1951.4118365591337	3171.531345441496
Vowel_Heart	vocalization	13.44	1.16		 1.16	1215.1182024498762	2137.4736447618484	3456.08331055537
Vowel_Heart	vocalization	13.44	1.165		 1.165	1258.8435192653683	2051.9045099890727	3287.802676293942
Vowel_Heart	vocalization	13.44	1.17		 1.17	1302.5688360808495	1966.3353752163157	3119.5220420325454
Vowel_Heart	vocalization	13.44	1.175		 1.175	1272.9121387343341	2000.3259875105696	3142.9423156266425
Vowel_Heart	vocalization	13.44	1.18		 1.18	1243.2554413878252	2034.3165998048578	3166.362589220778
Vowel_Heart	vocalization	13.44	1.185		 1.185	1255.0931004089614	2388.3300524391643	3538.071675496325
Vowel_Heart	vocalization	13.44	1.19		 1.19	1266.9307594300585	2742.3435050733406	3909.780761771748
Vowel_Heart	vocalization	13.44	1.195		 1.195	939.5180626160702	2130.606282959412	3373.867823283117
Vowel_Heart	vocalization	13.44	1.2		 1.2	612.1053658021224	1518.869060845588	2837.954884794569
Vowel_Heart	vocalization	13.44	1.205		 1.205	478.523428863244	1515.9468582481027	2766.8246101025898
Vowel_Heart	vocalization	13.44	1.21		 1.21	344.9414919244083	1513.024655650619	2695.694335410649
Vowel_Heart	vocalization	13.44	1.215		 1.215	519.3003225399	1521.396281620135	2928.5117350141863
Vowel_Heart	vocalization	13.44	1.22		 1.22	693.6591531554091	1529.7679075897302	3161.329134617726
Vowel_Heart	vocalization	13.44	1.225		 1.225	1107.5579150060491	2239.6049893428167	3530.7222067820308
Vowel_Heart	vocalization	13.44	1.23		 1.23	1521.4566768566078	2949.442071095769	3900.1152789462612
Vowel_Heart	vocalization	13.44	1.235		 1.235	1426.4624969558918	2830.6486163229365	3802.343677535526
Vowel_Heart	vocalization	13.44	1.24		 1.24	1331.4683170551903	2711.8551615501237	3704.572076124804
Vowel_Heart	vocalization	13.44	1.245		 1.245	1317.2513003638298	2707.8327196387627	3675.4094041068483
Vowel_Heart	vocalization	13.44	1.25		 1.25	1303.0342836724415	2703.810277727329	3646.246732088851
Vowel_Heart	vocalization	13.44	1.2550000000000001		 1.2550000000000001	1035.186878209482	2057.6521251624426	3228.432447832727
Vowel_Heart	vocalization	13.44	1.26		 1.26	767.3394727465544	1411.4939725976733	2810.618163576712
Vowel_Heart	vocalization	13.44	1.2650000000000001		 1.2650000000000001	643.6124733886339	1475.1255132477431	3134.2232028176636
Vowel_Heart	vocalization	13.44	1.27		 1.27	519.8854740307885	1538.7570538978682	3457.8282420585783
Vowel_Heart	vocalization	13.44	1.2750000000000001		 1.2750000000000001	994.0963752323003	2121.2835218139553	3617.280017748923
Vowel_Heart	vocalization	13.44	1.28		 1.28	1468.3072764336866	2703.809989729867	3776.731793439236
Vowel_Heart	vocalization	13.44	1.285		 1.285	1155.720608902269	2173.3123329479895	3741.399093215339
Vowel_Heart	vocalization	13.44	1.29		 1.29	843.1339413708547	1642.8146761661492	3706.0663929913917
Vowel_Heart	vocalization	13.44	1.295		 1.295	677.2327541966674	1592.022520860498	3336.4341521614
